id,storeId,code,medicineName,genericName,medicineType,hsncode,company,,mrpPrice,saleprice,gst,availabilityQty,batchNumber,expiryDate,potency
866,66682bdcd2a08931144c1cff,PHAR-C-190/,CIPLAR-10MG,,TABLET,,,,,,,,,,
867,66682bdcd2a08931144c1cff,PHAR-C-191/,CIPLAR-40MG,,TABLET,,,,,,,,,,
868,66682bdcd2a08931144c1cff,PHAR-C-192/,CIPLAR LA-40MG,,TABLET,,,,,,,,,,
869,66682bdcd2a08931144c1cff,PHAR-C-193/,CIPLOX 500,,TABLET,,,,,,,,,,
870,66682bdcd2a08931144c1cff,PHAR-C-194/,CIPLOX - TZ,,TABLET,,,,,,,,,,
871,66682bdcd2a08931144c1cff,PHAR-C-195/,CIPROBID 500,,TABLET,,,,,,,,,,
872,66682bdcd2a08931144c1cff,PHAR-C-196/,CITIFLO-500MG,,TABLET,,,,,,,,,,
873,66682bdcd2a08931144c1cff,PHAR-C-197/,CITISTAR,,TABLET,,,,,,,,,,
874,66682bdcd2a08931144c1cff,PHAR-C-198/,CITROK 500MG,,TABLET,,,,,,,,,,
875,66682bdcd2a08931144c1cff,PHAR-C-199/,CLAMP 625MG,,TABLET,,,,,,,,,,
876,66682bdcd2a08931144c1cff,PHAR-C-200/,CLAMP KID FORTE TAB.,,TABLET,,,,,,,,,,
877,66682bdcd2a08931144c1cff,PHAR-C-201/,CLANIC 625,,TABLET,,,,,,,,,,
878,66682bdcd2a08931144c1cff,PHAR-C-202/,CLARIBID-250MG,,TABLET,,,,,,,,,,
879,66682bdcd2a08931144c1cff,PHAR-C-203/,CLARIBID-500MG,,TABLET,,,,,,,,,,
880,66682bdcd2a08931144c1cff,PHAR-C-204/,CLASIX-200MG,,TABLET,,,,,,,,,,
881,66682bdcd2a08931144c1cff,PHAR-C-205/,CLAVAM-375MG,,TABLET,,,,,,,,,,
882,66682bdcd2a08931144c1cff,PHAR-C-206/,CLAVAM-375MG LB,,TABLET,,,,,,,,,,
883,66682bdcd2a08931144c1cff,PHAR-C-207/,CLAVSCOT-625 MG TAB,AMOXICILLIN &CLAVULANATE POTASSIUM,TABLET,,,,,,,,,,
884,66682bdcd2a08931144c1cff,PHAR-C-208/,CLAVAM-625MG,,TABLET,,ALKEM LABORATORIES,,,,,,,,
885,66682bdcd2a08931144c1cff,PHAR-C-209/,CLAVAM-XR,,TABLET,,,,,,,,,,
886,66682bdcd2a08931144c1cff,PHAR-C-210/,CLAV CARE 625,,TABLET,,,,,,,,,,
887,66682bdcd2a08931144c1cff,PHAR-C-211/,CLAVIX-AS 75 TAB,,TABLET,,,,,,,,,,
888,66682bdcd2a08931144c1cff,PHAR-C-212/,CLAVOX-375MG,,TABLET,,,,,,,,,,
889,66682bdcd2a08931144c1cff,PHAR-C-213/,CLAVOX-625MG,,TABLET,,,,,,,,,,
890,66682bdcd2a08931144c1cff,PHAR-C-214/,CLAVPOD -325 MG,,TABLET,,,,,,,,,,
891,66682bdcd2a08931144c1cff,PHAR-C-215/,CLAXOTAC 250 TAB,,TABLET,,,,,,,,,,
892,66682bdcd2a08931144c1cff,PHAR-C-216/,CLINGEN 7VS,,TABLET,,,,,,,,,,
893,66682bdcd2a08931144c1cff,PHAR-C-217/,CLOFLOW,,TABLET,,,,,,,,,,
894,66682bdcd2a08931144c1cff,PHAR-C-218/,CLOFLOW PLUS 75/150,,TABLET,,,,,,,,,,
895,66682bdcd2a08931144c1cff,PHAR-C-219/,CLOFLOW PLUS 75/75,,TABLET,,,,,,,,,,
896,66682bdcd2a08931144c1cff,PHAR-C-220/,CLONAFI PLUS,,TABLET,,,,,,,,,,
897,66682bdcd2a08931144c1cff,PHAR-C-221/,CLOPITAB,,TABLET,,,,,,,,,,
898,66682bdcd2a08931144c1cff,PHAR-C-222/,CLOPITAB A 75,,TABLET,,LUPIN PHARMA,,,,,,,,
899,66682bdcd2a08931144c1cff,PHAR-C-223/,C-MARK-100MG DT,,TABLET,,,,,,,,,,
900,66682bdcd2a08931144c1cff,PHAR-C-224/,C-MARK-200MG,,TABLET,,,,,,,,,,
901,66682bdcd2a08931144c1cff,PHAR-C-225/,COBADEX-CZS,,TABLET,,,,,,,,,,
902,66682bdcd2a08931144c1cff,PHAR-C-226/,COLINZ-DS TAB,,TABLET,,,,,,,,,,
903,66682bdcd2a08931144c1cff,PHAR-C-227/,COLINZ TAB.,,TABLET,,,,,,,,,,
904,66682bdcd2a08931144c1cff,PHAR-C-228/,COMBIFLAM,,TABLET,,,,,,,,,,
905,66682bdcd2a08931144c1cff,PHAR-C-229/,COMBILOX KIT TAB,,TABLET,,,,,,,,,,
906,66682bdcd2a08931144c1cff,PHAR-C-230/,COMBITHER FORTE,,TABLET,,,,,,,,,,
907,66682bdcd2a08931144c1cff,PHAR-C-231/,COMBITHER TAB,,TABLET,,,,,,,,,,
908,66682bdcd2a08931144c1cff,PHAR-C-232/,COMBUNEX-400 MG,,TABLET,,,,,,,,,,
909,66682bdcd2a08931144c1cff,PHAR-C-233/,COMBUNEX-600 MG,,TABLET,,,,,,,,,,
910,66682bdcd2a08931144c1cff,PHAR-C-234/,COMBUNEX-800 MG,,TABLET,,,,,,,,,,
911,66682bdcd2a08931144c1cff,PHAR-C-235/,COMBUTOL-200MG,,TABLET,,,,,,,,,,
912,66682bdcd2a08931144c1cff,PHAR-C-236/,COMBUTOL-400MG,,TABLET,,,,,,,,,,
913,66682bdcd2a08931144c1cff,PHAR-C-237/,COMBUTOL-600MG,,TABLET,,,,,,,,,,
914,66682bdcd2a08931144c1cff,PHAR-C-238/,COMBUTOL-800MG,,TABLET,,,,,,,,,,
915,66682bdcd2a08931144c1cff,PHAR-C-239/,COMBUTOR 1000MG,,TABLET,,,,,,,,,,
916,66682bdcd2a08931144c1cff,PHAR-C-240/,CORBET XT,,TABLET,,,,,,,,,,
917,66682bdcd2a08931144c1cff,PHAR-C-241/,CORCIUM-C TAB,,TABLET,,,,,,,,,,
918,66682bdcd2a08931144c1cff,PHAR-C-242/,CORDARONE 100MG,,TABLET,,,,,,,,,,
919,66682bdcd2a08931144c1cff,PHAR-C-243/,CORDARONE - X,,TABLET,,,,,,,,,,
920,66682bdcd2a08931144c1cff,PHAR-C-244/,CORTIUM 30MG,,TABLET,,,,,,,,,,
921,66682bdcd2a08931144c1cff,PHAR-C-245/,CORTIUM-6 TAB.,,TABLET,,,,,,,,,,
922,66682bdcd2a08931144c1cff,PHAR-C-246/,COVATIL-250MG,,TABLET,,,,,,,,,,
923,66682bdcd2a08931144c1cff,PHAR-C-247/,COVATIL-500MG,,TABLET,,,,,,,,,,
924,66682bdcd2a08931144c1cff,PHAR-C-248/,COVATIL CV 500,,TABLET,,,,,,,,,,
925,66682bdcd2a08931144c1cff,PHAR-C-249/,COVERSYL-AM 4/10,,TABLET,,,,,,,,,,
926,66682bdcd2a08931144c1cff,PHAR-C-250/,COVERSYL-AM 4/5 TAB,,TABLET,,,,,,,,,,
927,66682bdcd2a08931144c1cff,PHAR-C-251/,COVERSYL-AM 8/10,,TABLET,,,,,,,,,,
928,66682bdcd2a08931144c1cff,PHAR-C-252/,CPINK TAB,,TABLET,,,,,,,,,,
929,66682bdcd2a08931144c1cff,PHAR-C-253/,CRADOCEF-O TAB,,TABLET,,,,,,,,,,
930,66682bdcd2a08931144c1cff,PHAR-C-254/,CRADOPAN 40 TAB,,TABLET,,,,,,,,,,
931,66682bdcd2a08931144c1cff,PHAR-C-255/,CREMALAX TAB.,,TABLET,,,,,,,,,,
932,66682bdcd2a08931144c1cff,PHAR-C-256/,CRESAR-40MG,,TABLET,,,,,,,,,,
933,66682bdcd2a08931144c1cff,PHAR-C-257/,CRESAR-R 5MG,,TABLET,,,,,,,,,,
934,66682bdcd2a08931144c1cff,PHAR-C-258/,CRESTOR 10MG,,TABLET,,,,,,,,,,
935,66682bdcd2a08931144c1cff,PHAR-C-259/,CRESTOR 20MG TAB.,,TABLET,,,,,,,,,,
936,66682bdcd2a08931144c1cff,PHAR-C-260/,CRESTOR 5MG,,TABLET,,,,,,,,,,
937,66682bdcd2a08931144c1cff,PHAR-C-261/,CROCIN-500MG,,TABLET,,,,,,,,,,
938,66682bdcd2a08931144c1cff,PHAR-C-262/,CROCIN 650 TAB,,TABLET,,,,,,,,,,
939,66682bdcd2a08931144c1cff,PHAR-C-263/,CROMOPLEX FORTE,,TABLET,,,,,,,,,,
940,66682bdcd2a08931144c1cff,PHAR-C-264/,C TAX-O 100MG,,TABLET,,,,,,,,,,
941,66682bdcd2a08931144c1cff,PHAR-C-265/,C TAX-O 200MG,,TABLET,,,,,,,,,,
942,66682bdcd2a08931144c1cff,PHAR-C-266/,CYCLOPAM TAB,,TABLET,,,,,,,,,,
943,66682bdcd2a08931144c1cff,PHAR-C-267/,CYFOLAC-DT,,TABLET,,,,,,,,,,
944,66682bdcd2a08931144c1cff,PHAR-C-268/,CYNOCAL-16,,TABLET,,,,,,,,,,
945,66682bdcd2a08931144c1cff,PHAR-C-269/,CYRA TAB,,TABLET,,,,,,,,,,
946,66682bdcd2a08931144c1cff,PHAR-C-270/,CYSTONE,,TABLET,,,,,,,,,,
947,66682bdcd2a08931144c1cff,PHAR-C-271/,CYSTRAN-2.5MG,,TABLET,,,,,,,,,,
948,66682bdcd2a08931144c1cff,PHAR-C-272/,CYSTRAN-5MG,,TABLET,,,,,,,,,,
949,66682bdcd2a08931144c1cff,PHAR-C-273/,CYTOLOG TAB,,TABLET,,,,,,,,,,
950,66682bdcd2a08931144c1cff,PHAR-C-274/,CZPAM 0.25MG,,TABLET,,,,,,,,,,
951,66682bdcd2a08931144c1cff,PHAR-C-275/,CZPAM 0.5MG,,TABLET,,,,,,,,,,
952,66682bdcd2a08931144c1cff,PHAR-C-276/,CABOPROST 1ML INJ,,INJECTION,,,,,,,,,,
953,66682bdcd2a08931144c1cff,PHAR-C-277/,CALCIUM-SANDOZ 10ML I.M./I.V.,,INJECTION,,,,,,,,,,
954,66682bdcd2a08931144c1cff,PHAR-C-278/,CALMPOSE 2ML AMP I.M./IV,,INJECTION,,,,,,,,,,
955,66682bdcd2a08931144c1cff,PHAR-C-279/,CARDOB INJ,,INJECTION,,,,,,,,,,
956,66682bdcd2a08931144c1cff,PHAR-C-280/,CARNOCIN 2ML,,INJECTION,,,,,,,,,,
957,66682bdcd2a08931144c1cff,PHAR-C-281/,CB-12 AMP,,INJECTION,,MAPRA LAB,,,,,,,,
958,66682bdcd2a08931144c1cff,PHAR-C-282/,CBC-PAM,,INJECTION,,,,,,,,,,
959,66682bdcd2a08931144c1cff,PHAR-C-283/,CB MAX AMP,,INJECTION,,,,,,,,,,
960,66682bdcd2a08931144c1cff,PHAR-C-284/,CEHAM -2ML IV/IM,,INJECTION,,,,,,,,,,
961,66682bdcd2a08931144c1cff,PHAR-C-285/,CINKONA 2ML AMP.,,INJECTION,,,,,,,,,,
962,66682bdcd2a08931144c1cff,PHAR-C-286/,CITISTAR-2 2ML I.M./I.V.,,INJECTION,,,,,,,,,,
963,66682bdcd2a08931144c1cff,PHAR-C-287/,CITROK 2ML INJ,,INJECTION,,,,,,,,,,
964,66682bdcd2a08931144c1cff,PHAR-C-288/,CLINAXON 2ML,,INJECTION,,,,,,,,,,
965,66682bdcd2a08931144c1cff,PHAR-C-289/,CLONEON INJ,,INJECTION,,,,,,,,,,
966,66682bdcd2a08931144c1cff,PHAR-C-290/,CPINK XT AMP.,,INJECTION,,,,,,,,,,
967,66682bdcd2a08931144c1cff,PHAR-C-291/,CPRESSIN-P INJECTION,,INJECTION,,SAMARTH PHARMA,,,,,,,,
968,66682bdcd2a08931144c1cff,PHAR-C-292/,CYNOCAL-16 IM/IV,,INJECTION,,,,,,,,,,
969,66682bdcd2a08931144c1cff,PHAR-C-293/,CAPRIN 25000 IU,,INJECTION,,,,,,,,,,
970,66682bdcd2a08931144c1cff,PHAR-C-294/,CB- ZONE 2GM,,INJECTION,,,,,,,,,,
971,66682bdcd2a08931144c1cff,PHAR-C-295/,CEBANEX 1G,,INJECTION,,,,,,,,,,
972,66682bdcd2a08931144c1cff,PHAR-C-296/,CEFTOCID-TZ 1GM VAIL,CEFTRIAXONE&TAZOBACTAM,INJECTION,,,,,,,,,,
973,66682bdcd2a08931144c1cff,PHAR-C-297/,CEFAST MAX 1.5GM,,INJECTION,,,,,,,,,,
974,66682bdcd2a08931144c1cff,PHAR-C-298/,CEFAXONE 1GM,,INJECTION,,,,,,,,,,
975,66682bdcd2a08931144c1cff,PHAR-C-299/,CEFIONE 1GM,,INJECTION,,,,,,,,,,
976,66682bdcd2a08931144c1cff,PHAR-C-300/,CEFION-S 1.5GM,,INJECTION,,,,,,,,,,
977,66682bdcd2a08931144c1cff,PHAR-C-301/,CEFIRONE -T 1GM,,INJECTION,,,,,,,,,,
978,66682bdcd2a08931144c1cff,PHAR-C-302/,CEFIRONE V 1.5GM,,INJECTION,,,,,,,,,,
979,66682bdcd2a08931144c1cff,PHAR-C-303/,CEFOBACT 1GM VIAL,,INJECTION,,,,,,,,,,
980,66682bdcd2a08931144c1cff,PHAR-C-304/,COMBILOX 250 MG VAIL,AMPICILLIN AND CLOXACILLIN,INJECTION,,CACHET,,,,,,,,
981,66682bdcd2a08931144c1cff,PHAR-C-305/,CEFOGRAM-TZB,,INJECTION,,,,,,,,,,
982,66682bdcd2a08931144c1cff,PHAR-C-306/,CEFOPRIM 1.5GM,,INJECTION,,,,,,,,,,
983,66682bdcd2a08931144c1cff,PHAR-C-307/,CEFRINE PLUS,,INJECTION,,,,,,,,,,
984,66682bdcd2a08931144c1cff,PHAR-C-308/,CEFSTAL INJ 1GM,,INJECTION,,,,,,,,,,
985,66682bdcd2a08931144c1cff,PHAR-C-309/,CEFUM 1.5GM VIAL,,INJECTION,,,,,,,,,,
986,66682bdcd2a08931144c1cff,PHAR-C-310/,CEFUP 1.5GM,,INJECTION,,,,,,,,,,
987,66682bdcd2a08931144c1cff,PHAR-C-311/,CEPIME 0.05GM,,INJECTION,,,,,,,,,,
988,66682bdcd2a08931144c1cff,PHAR-C-312/,CEPIME 1GM,,INJECTION,,,,,,,,,,
989,66682bdcd2a08931144c1cff,PHAR-C-313/,CEPIME 250GM,,INJECTION,,,,,,,,,,
990,66682bdcd2a08931144c1cff,PHAR-C-314/,CETIL 1.5 G,,INJECTION,,,,,,,,,,
991,66682bdcd2a08931144c1cff,PHAR-C-315/,CETIL 750MG,,INJECTION,,,,,,,,,,
992,66682bdcd2a08931144c1cff,PHAR-C-316/,CEZOTUM 1GM,,INJECTION,,,,,,,,,,
993,66682bdcd2a08931144c1cff,PHAR-C-317/,CLANIC INJ 1.2GM,,INJECTION,,,,,,,,,,
994,66682bdcd2a08931144c1cff,PHAR-C-318/,CLAVAM 1.2GM,,INJECTION,,ALKEM LABORATORIES,,,,,,,,
995,66682bdcd2a08931144c1cff,PHAR-C-319/,CLAVAM 150MG,,INJECTION,,,,,,,,,,
996,66682bdcd2a08931144c1cff,PHAR-C-320/,CLAVAM 300 MG,,INJECTION,,,,,,,,,,
997,66682bdcd2a08931144c1cff,PHAR-C-321/,CLAVAM 600MG,,INJECTION,,,,,,,,,,
998,66682bdcd2a08931144c1cff,PHAR-C-322/,CLAVOX 1.2 GM,,INJECTION,,,,,,,,,,
999,66682bdcd2a08931144c1cff,PHAR-C-323/,CLAVOX 150 MG,,INJECTION,,,,,,,,,,
1000,66682bdcd2a08931144c1cff,PHAR-C-324/,CLAVOX 300 MG,,INJECTION,,,,,,,,,,
1001,66682bdcd2a08931144c1cff,PHAR-C-325/,CLAVOX 600 MG,,INJECTION,,,,,,,,,,
1002,66682bdcd2a08931144c1cff,PHAR-C-326/,CLAVSCOT 1.2G VAIL,,INJECTION,,,,,,,,,,
1003,66682bdcd2a08931144c1cff,PHAR-C-327/,COMBILOX 1GM,,INJECTION,,,,,,,,,,
1004,66682bdcd2a08931144c1cff,PHAR-C-328/,COMBITAZ 1GM,,INJECTION,,LUPIN PHARMA,,,,,,,,
1005,66682bdcd2a08931144c1cff,PHAR-C-329/,CORT-S 100MG,,INJECTION,,,,,,,,,,
1006,66682bdcd2a08931144c1cff,PHAR-C-330/,C-ROME 1GM,,INJECTION,,,,,,,,,,
1007,66682bdcd2a08931144c1cff,PHAR-C-331/,C-ROME 500MG,,INJECTION,,,,,,,,,,
1008,66682bdcd2a08931144c1cff,PHAR-C-332/,C-TRI 500MG VAIL,,INJECTION,,,,,,,,,,
1009,66682bdcd2a08931144c1cff,PHAR-C-333/,CIFRAN I.V 100ML,,I.V.FLUID,,,,,,,,,,
1010,66682bdcd2a08931144c1cff,PHAR-C-334/,CIPROBID I.V 100ML,,I.V.FLUID,,,,,,,,,,
1011,66682bdcd2a08931144c1cff,PHAR-C-335/,CIPLOX-D,,DROPS,,,,,,,,,,
1012,66682bdcd2a08931144c1cff,PHAR-C-336/,CIPLOX EYE DROP,,DROPS,,,,,,,,,,
1013,66682bdcd2a08931144c1cff,PHAR-C-337/,COMBIGAN E/D,,DROPS,,,,,,,,,,
1014,66682bdcd2a08931144c1cff,PHAR-C-338/,CYCLOGYL EYE DROP,,DROPS,,,,,,,,,,
1015,66682bdcd2a08931144c1cff,PHAR-C-339/,CANDIBIOTIC,,DROPS,,,,,,,,,,
1016,66682bdcd2a08931144c1cff,PHAR-C-340/,CATAGON E/D,,DROPS,,,,,,,,,,
1017,66682bdcd2a08931144c1cff,PHAR-C-341/,CERUKULIN EAR DROP,,DROPS,,,,,,,,,,
1018,66682bdcd2a08931144c1cff,PHAR-C-342/,CLINWAX,,DROPS,,,,,,,,,,
1019,66682bdcd2a08931144c1cff,PHAR-C-343/,CALPOL 15ML,,DROPS,,,,,,,,,,
1020,66682bdcd2a08931144c1cff,PHAR-C-344/,CLAVAM DROP,,DROPS,,,,,,,,,,
1021,66682bdcd2a08931144c1cff,PHAR-C-345/,COAID 15ML,,DROPS,,,,,,,,,,
1022,66682bdcd2a08931144c1cff,PHAR-C-346/,COLICAID 15ML,,DROPS,,,,,,,,,,
1023,66682bdcd2a08931144c1cff,PHAR-C-347/,COLIMEX DROPS,,DROPS,,,,,,,,,,
1024,66682bdcd2a08931144c1cff,PHAR-C-348/,CROCIN 15ML,,DROPS,,,,,,,,,,
1025,66682bdcd2a08931144c1cff,PHAR-C-349/,CLOHEX 150ML,,EXT.PREPRATION,,,,,,,,,,
1026,66682bdcd2a08931144c1cff,PHAR-C-350/,CANDID-B LOTION,,EXT.PREPRATION,,,,,,,,,,
1027,66682bdcd2a08931144c1cff,PHAR-C-351/,CANDID MAUTH PAINT 20ML,,EXT.PREPRATION,,,,,,,,,,
1028,66682bdcd2a08931144c1cff,PHAR-C-352/,CANDID POWDER - 100GM,,EXT.PREPRATION,,,,,,,,,,
1029,66682bdcd2a08931144c1cff,PHAR-C-353/,CALCINASE N SPRAY,,EXT.PREPRATION,,,,,,,,,,
1030,66682bdcd2a08931144c1cff,PHAR-C-354/,CANDID CREAM,,EXT.PREPRATION,,,,,,,,,,
1031,66682bdcd2a08931144c1cff,PHAR-C-355/,CERVIPRIME 0.5MG,,EXT.PREPRATION,,,,,,,,,,
1032,66682bdcd2a08931144c1cff,PHAR-C-356/,CHLOROCOL-H OINTMENT,,EXT.PREPRATION,,,,,,,,,,
1033,66682bdcd2a08931144c1cff,PHAR-C-357/,CREMA GEL 30GM,,EXT.PREPRATION,,,,,,,,,,
1034,66682bdcd2a08931144c1cff,PHAR-C-358/,CEFTAS CV 200 TAB,CEFIXIME & CLAVULANATE POTESSIUM,TABLET,,INTAS MED,,,,,,,,
1035,66682bdcd2a08931144c1cff,PHAR-C-359/,CLARIMIN 500MG VAIL,CLARITHROMYCIN,INJECTION,,UNITED BIOTECH,,,,,,,,
1036,66682bdcd2a08931144c1cff,PHAR-C-360/,CAL 360MG TAB,,TABLET,,CIPLA PHARMA,,,,,,,,
1037,66682bdcd2a08931144c1cff,PHAR-C-361/,COMPLININE TABLET,"L-METTHYLFOLATE CALCIUM, PYRIDOXAL 5- PHOSTATE & METHYCOBALAMIN",TABLET,,INDECHEMIE PHARMA,,,,,,,,
1038,66682bdcd2a08931144c1cff,PHAR-C-362/,CEFGLOBE OZ TAB,,TABLET,,MICRO LAB,,,,,,,,
1039,66682bdcd2a08931144c1cff,PHAR-C-363/,CLINNTAS-CL SUPPOSITORIES,CLINDAMYCIN&CLOTIMAZOLE,MISCELLANEOUS,,INTAS MED,,,,,,,,
1040,66682bdcd2a08931144c1cff,PHAR-C-364/,CLINDATIME-300 CAP,CLINDAMYCIN HCL,CAPSULE,,MANKIIND,,,,,,,,
1041,66682bdcd2a08931144c1cff,PHAR-C-366/,CEFANTHRO 1GM VAIL,CEFTRIAXONE,INJECTION,,,,,,,,,,
1042,66682bdcd2a08931144c1cff,PHAR-C-367/,CLAVICAL BRACE(MED)DYNA,,MISCELLANEOUS,,,,,,,,,,
1043,66682bdcd2a08931144c1cff,PHAR-C-368/,CAPNEA 1ML AMP,,INJECTION,,CIPLA PHARMA,,,,,,,,
1044,66682bdcd2a08931144c1cff,PHAR-C-369/,CINOD-10,,TABLET,,,,,,,,,,
1045,66682bdcd2a08931144c1cff,PHAR-C-370/,CINOD-5,CILNIDIPINE,TABLET,,OTHERS,,,,,,,,
1046,66682bdcd2a08931144c1cff,PHAR-C-371/,COGNISTAR 60 VAIL,CEREBROPROTEIN HYDROLYSATE,INJECTION,,LUPIN PHARMA,,,,,,,,
1047,66682bdcd2a08931144c1cff,PHAR-C-372/,CERECETAM 30 ML VAIL,PIRACETAM,INJECTION,,INTAS MED,,,,,,,,
1048,66682bdcd2a08931144c1cff,PHAR-C-373/,CADBE TAB,MULTIVITAMIN & MULTIMINERAL,TABLET,,CACHET,,,,,,,,
1049,66682bdcd2a08931144c1cff,PHAR-C-374/,CALVIT-LC TAB,CALCIUM & VITAMIN D3,TABLET,,OTHERS,,,,,,,,
1050,66682bdcd2a08931144c1cff,PHAR-C-375/,CILAXTER 500 MG VAIL,IMIPENEM AND CILASTATIN,INJECTION,,ALKEM LABORATORIES,,,,,,,,
1051,66682bdcd2a08931144c1cff,PHAR-C-376/,COERIP 30 TAB,,ROTOCAP,,,,,,,,,,
1052,66682bdcd2a08931144c1cff,PHAR-C-377/,CEFTAS O TAB,CEFIXIME AND OFLOXACIN,TABLET,,INTAS MED,,,,,,,,
1053,66682bdcd2a08931144c1cff,PHAR-C-378/,CETADOM TAB,PARACETAMOL & DOMPERIDON,TABLET,,INTAS MED,,,,,,,,
1054,66682bdcd2a08931144c1cff,PHAR-C-379/,CLARINOVA-500MG TAB,CLARITHROMYCIN,TABLET,,MANKIIND,,,,,,,,
1055,66682bdcd2a08931144c1cff,PHAR-C-380/,CLOFERT MAX KIT,,TABLET,,OTHERS,,,,,,,,
1056,66682bdcd2a08931144c1cff,PHAR-C-381/,CALCIGRAND FORTE SOFTGEL CAP,CALCITRIOL CALCIUM CARBONATE &ZINK,CAPSULE,,GRANDCURE,,,,,,,,
1057,66682bdcd2a08931144c1cff,PHAR-C-382/,CLASIFIX-200 TAB,CEFIXIME,TABLET,,GRANDCURE,,,,,,,,
1058,66682bdcd2a08931144c1cff,PHAR-C-383/,CLASITIL-500MG TAB,CEFUROXIME AXETIL,TABLET,,GRANDCURE,,,,,,,,
1059,66682bdcd2a08931144c1cff,PHAR-C-384/,CHYMOFLAM TAB,DICLOFENAC POTESSIUM PARACETAMOL TRYPSIN CHYMOTRYPSIN,TABLET,,AGLOMED,,,,,,,,
1060,66682bdcd2a08931144c1cff,PHAR-C-385/,CONSEVEL CAP,,CAPSULE,,SUN PHARMA,,,,,,,,
1061,66682bdcd2a08931144c1cff,PHAR-C-386/,C-TRI XP 1GM VAIL,CEFTRIAXONE&TAZOBACTAM,INJECTION,,ZUVENTUS,,,,,,,,
1062,66682bdcd2a08931144c1cff,PHAR-C-387/,COMBIHALE FF250 INHALER,,EXT.PREPRATION,,DR. REDDY`S,,,,,,,,
1063,66682bdcd2a08931144c1cff,PHAR-C-388/,CLAVICLE BRACE(CHILD)DYNA,,MISCELLANEOUS,,DYNA,,,,,,,,
1064,66682bdcd2a08931144c1cff,PHAR-C-389/,CUTISORB(EYE PAD),,MISCELLANEOUS,,B.S.N MEDICAL,,,,,,,,
1065,66682bdcd2a08931144c1cff,PHAR-C-390/,COEDHEA PLUS CAP,,CAPSULE,,OTHERS,,,,,,,,
1066,66682bdcd2a08931144c1cff,PHAR-C-391/,COECORAL CAP,CORAL CALCIUM,CAPSULE,,KOYE PHARMACEUTICAL PVT LTD,,,,,,,,
1067,66682bdcd2a08931144c1cff,PHAR-C-392/,CRESAR 20MG,TELMISARTAN,TABLET,,CIPLA PHARMA,,,,,,,,
1068,66682bdcd2a08931144c1cff,PHAR-C-393/,COECORAL PLUS CAP,CORAL CALCIUM,CAPSULE,,KOYE PHARMACEUTICAL PVT LTD,,,,,,,,
1069,66682bdcd2a08931144c1cff,PHAR-C-394/,CEFOPRIM-500MG TAB,CEFUROXIME AXETIL,TABLET,,UNITED BIOTECH,,,,,,,,
1070,66682bdcd2a08931144c1cff,PHAR-C-395/,CLAVICLE BRACE (LARGE),,MISCELLANEOUS,,DYNA,,,,,,,,
1071,66682bdcd2a08931144c1cff,PHAR-C-396/,CILNY 10MG,CILNIDIPINE,TABLET,,INTAS MED,,,,,,,,
1072,66682bdcd2a08931144c1cff,PHAR-C-397/,CYRA-D CAP,RABEPRAZOLE & DOMPERIDONE,CAPSULE,,,,,,,,,,
1073,66682bdcd2a08931144c1cff,PHAR-C-398/,CARVIDON-20MG TAB,TRIMETAZIDINE HYDROCHLORIDE,TABLET,,MICRO LAB,,,,,,,,
1074,66682bdcd2a08931144c1cff,PHAR-C-399/,CTD-6.25MG TAB,,TABLET,,IPCA,,,,,,,,
1075,66682bdcd2a08931144c1cff,PHAR-C-400/,CONFIDO TAB,,TABLET,,HIMALYA,,,,,,,,
1076,66682bdcd2a08931144c1cff,PHAR-C-401/,CALZEM CAP,CALCITRIOL & CALCIUM,CAPSULE,,CIPLA PHARMA,,,,,,,,
1077,66682bdcd2a08931144c1cff,PHAR-C-402/,COMBIMIST-L INHELAR,LEVOSALBUTAMOL&IPRATROPIUM BROMIDE,INHALER,,GERMAN REMEDIES,,,,,,,,
1078,66682bdcd2a08931144c1cff,PHAR-C-403/,CLOBA-10MG TABLET,CLOBAZAM,TABLET,,INTAS MED,,,,,,,,
1079,66682bdcd2a08931144c1cff,PHAR-C-404/,CERTOFIX-TRIO (CENTER LINE CHIELD),,DISPOSABLE,,,,,,,,,,
1080,66682bdcd2a08931144c1cff,PHAR-C-405/,CARDIMOL-PLUS 10MG TAB,PROPRANOLOL,TABLET,,MANKIIND,,,,,,,,
1081,66682bdcd2a08931144c1cff,PHAR-C-406/,CEFANTRAL-1GM VAIL,CEFOTAXIME,INJECTION,,LUPIN PHARMA,,,,,,,,
1082,66682bdcd2a08931144c1cff,PHAR-C-407/,CLAMP-KID FORTE SYP,AMOXICILLIN &CLAVULANATE POTASSIUM,SYRUP,,DR. REDDY`S,,,,,,,,
1083,66682bdcd2a08931144c1cff,PHAR-C-408/,CALPOL-250MG 60ML,PARACETAMOL,SYRUP,,GLAXO SMITHKLIEN,,,,,,,,
1084,66682bdcd2a08931144c1cff,PHAR-C-409/,CILNY-O 20MG TAB,CILNIDIPINE&OLMESARTAN,TABLET,,INTAS MED,,,,,,,,
1085,66682bdcd2a08931144c1cff,PHAR-C-410/,CILNY-20MG TABLET,CILNIDIPINE,TABLET,,INTAS MED,,,,,,,,
1086,66682bdcd2a08931144c1cff,PHAR-C-411/,CLOFERT - 50MG TABLET,CLOMIFENE,TABLET,,,,,,,,,,
