id,storeId,medicineName,itemTypeKey,drugForm,issueUnit,purchaseUnit,conversion,hsnCode,manufacturer,potency,,
657,66682bdcd2a08931144c1cff,DERIPHYLLIN RETARD 150,Drug,Tablet,Nos,Strip,30,3004,Zydus,,,
658,66682bdcd2a08931144c1cff,DERIPHYLLIN RETARD 300,Drug,Tablet,Nos,Strip,30,3004,Zydus,,,
659,66682bdcd2a08931144c1cff,DAILIZER- FX8,General Items,Surgical,Nos,Nos,1,3004,Fressinious,,,
660,66682bdcd2a08931144c1cff,DEXONA TAB,Drug,Tablet,Nos,Strip,10,3004,Cadila ,,,
661,66682bdcd2a08931144c1cff,DEXORANGE (PED) 60ML,Drug,Suspension,Nos,Nos,1,3004,Franco India,,,
662,66682bdcd2a08931144c1cff,DIAMOX,Drug,Tablet,Nos,Strip,15,3004,Pfizer,,,
663,66682bdcd2a08931144c1cff,DIGENE TAB,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
664,66682bdcd2a08931144c1cff,DILONA FORT TAB,Drug,Tablet,Nos,Strip,10,3004,Mapra Lab,,,
665,66682bdcd2a08931144c1cff,DILONA-MR,Drug,Tablet,Nos,Strip,10,3004,Mapra Lab,,,
666,66682bdcd2a08931144c1cff,DILONA SP,Drug,Tablet,Nos,Strip,10,3004,Mapra Lab,,,
667,66682bdcd2a08931144c1cff,DILZEM-30MG,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
668,66682bdcd2a08931144c1cff,DILZEM-60MG,Drug,Tablet,Nos,Strip,15,3004,Torrent Pharma,,,
669,66682bdcd2a08931144c1cff,DILZEM-90MG SR,Drug,Tablet,Nos,Strip,10,3004,Torrent Pharma,,,
670,66682bdcd2a08931144c1cff,DILZEM CD 120MG,Drug,Tablet,Nos,Strip,10,3004,Torrent Pharma,,,
671,66682bdcd2a08931144c1cff,DILZEM CD-90,Drug,Tablet,Nos,Strip,10,3004,Torrent Pharma,,,
672,66682bdcd2a08931144c1cff,DIZERAL-AZ,Drug,Tablet,Nos,Strip,10,3004,U.H.L,,,
673,66682bdcd2a08931144c1cff,DOLO-500 TAB,Drug,Tablet,Nos,Strip,15,3004,Macro Lab,,,
674,66682bdcd2a08931144c1cff,DOLO-650MG,Drug,Tablet,Nos,Strip,15,3004,Macro Lab,,,
675,66682bdcd2a08931144c1cff,DOLONEX 20MG TAB,Drug,Tablet,Nos,Strip,15,3004,Pfizer,,,
676,66682bdcd2a08931144c1cff,DOLOPAR 650MG,Drug,Tablet,Nos,Strip,15,3004,Micro Lab,,,
677,66682bdcd2a08931144c1cff,DOM DT 10MG,Drug,Tablet,Nos,Strip,10,3004,Dr. Morpen,,,
678,66682bdcd2a08931144c1cff,DOMPAN,Drug,Tablet,Nos,Strip,10,3004,Medley,,,
679,66682bdcd2a08931144c1cff,DONEP-5MG,Drug,Tablet,Nos,Strip,15,3004,Alkem Laboratories,,,
680,66682bdcd2a08931144c1cff,DONEP-M TAB,Drug,Tablet,Nos,Strip,15,3004,Alkem Laboratories,,,
681,66682bdcd2a08931144c1cff,DOXINATE,Drug,Tablet,Nos,Strip,30,3004,Maneesh Healthcare,,,
682,66682bdcd2a08931144c1cff,DOXT 100MG,Drug,Tablet,Nos,Strip,10,3004,Dr. Reddy,,,
683,66682bdcd2a08931144c1cff,DOXT SL TAB,Drug,Tablet,Nos,Strip,10,3004,Dr. Reddy,,,
684,66682bdcd2a08931144c1cff,DROTIN,Drug,Tablet,Nos,Strip,15,3004,Martin & Harris,,,
685,66682bdcd2a08931144c1cff,DROTIN DS,Drug,Tablet,Nos,Strip,15,3004,Martin & Harris,,,
686,66682bdcd2a08931144c1cff,DROTIN -M,Drug,Tablet,Nos,Strip,10,3004,Martin & Harris,,,
687,66682bdcd2a08931144c1cff,DULCOFLEX TAB,Drug,Tablet,Nos,Strip,10,3004,Saofi,,,
688,66682bdcd2a08931144c1cff,DUPHASTON,Drug,Tablet,Nos,Strip,10,3004,Abbott,,,
689,66682bdcd2a08931144c1cff,DUVADILAN,Drug,Tablet,Nos,Strip,50,3004,Abbott,,,
690,66682bdcd2a08931144c1cff,DUVADILAN RETARD,Drug,Tablet,Nos,Strip,10,3004,Abbott,,,
691,66682bdcd2a08931144c1cff,DYTOR-100MG,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
692,66682bdcd2a08931144c1cff,DYTOR-10MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
693,66682bdcd2a08931144c1cff,DYTOR-20MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
694,66682bdcd2a08931144c1cff,DYTOR-40MG,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
695,66682bdcd2a08931144c1cff,DYTOR-5MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
696,66682bdcd2a08931144c1cff,DYTOR PLUS 10MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
697,66682bdcd2a08931144c1cff,DYTOR PLUS 20MG,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
698,66682bdcd2a08931144c1cff,DALACIN-C INJ,Drug,Injection,Nos,Nos,1,3004,Pfizer,,,
699,66682bdcd2a08931144c1cff,DECA-DURABOLIN 25MG I.M.,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
700,66682bdcd2a08931144c1cff,DECA-DURABOLIN 50MG,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
701,66682bdcd2a08931144c1cff,DERIPHYLLIN 2ML I.M./I.V.,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
702,66682bdcd2a08931144c1cff,DILONA I.V/IM,Drug,Injection,Nos,Nos,1,3004,Mapra Lab,,,
703,66682bdcd2a08931144c1cff,DIXIN 2ML,Drug,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
704,66682bdcd2a08931144c1cff,DOBUSTAT 5ML,Drug,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
705,66682bdcd2a08931144c1cff,DOLONEX 2ML AMP I.M.,Drug,Injection,Nos,Nos,1,3004,Pfizer,,,
706,66682bdcd2a08931144c1cff,DOMADOL 2ML AMP,Drug,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
707,66682bdcd2a08931144c1cff,DOMADOL 50MG 1 ML,Drug,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
708,66682bdcd2a08931144c1cff,DOMIN INI,Drug,Injection,Nos,Nos,1,3004,Neon ,,,
709,66682bdcd2a08931144c1cff,DOTAMIN AMP,Drug,Injection,Nos,Nos,1,3004,Neon ,,,
710,66682bdcd2a08931144c1cff,DROTIN 2ML IM/IV,Drug,Injection,Nos,Nos,1,3004,Martin & Harris,,,
711,66682bdcd2a08931144c1cff,DURON 3ML,Drug,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
712,66682bdcd2a08931144c1cff,DUVADILAN 2ML AMP I/M I/V,Drug,Injection,Nos,Nos,1,3004,Abbott,,,
713,66682bdcd2a08931144c1cff,DYTOR 2ML AMP,Drug,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
714,66682bdcd2a08931144c1cff,DEPO MEDROL 40MG 1ML,Drug,Injection,Nos,Nos,1,3004,Pfizer,,,
715,66682bdcd2a08931144c1cff,DEPO MEDROL40MG 2ML,Drug,Injection,Nos,Nos,1,3004,Pfizer,,,
716,66682bdcd2a08931144c1cff,DEXONA 2ML I.M./I.V.,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
717,66682bdcd2a08931144c1cff,DEXTOSE (5%) P,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
718,66682bdcd2a08931144c1cff,DEXTROSE10% (P) 500ML,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
719,66682bdcd2a08931144c1cff,DEXTROSE 5% (P)A/D 500ML,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
720,66682bdcd2a08931144c1cff,DNS 10% (P),Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
721,66682bdcd2a08931144c1cff,DNS (0.45%)500ML,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
722,66682bdcd2a08931144c1cff,DNS 5% (P) 500ML,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
723,66682bdcd2a08931144c1cff,DETTOL 60ML,Drug,Lotion,Nos,Nos,1,3004,P&G,,,
724,66682bdcd2a08931144c1cff,D.F.O.GEL,Drug,Ointment,Nos,Nos,1,3004,Ozone,,,
725,66682bdcd2a08931144c1cff,NEOSPRIN H OINTMENT,Drug,Ointment,Nos,Nos,1,3004,Glaxo Smithklein,,,
726,66682bdcd2a08931144c1cff,DECA-DURABOLIN 100,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
727,66682bdcd2a08931144c1cff,DEXTOSE 50% 100ML,Drug,I.V Fluid,Nos,Nos,1,3004,Pentagon,,,
728,66682bdcd2a08931144c1cff,DYTOR PLUS 5MG TAB,Drug,Tablet,Nos,Strip,15,3004,Cipla Pharma,,,
729,66682bdcd2a08931144c1cff,DUPHALAC ENEMA,Drug,Suspension,Nos,Nos,1,3004,Abbott,,,
730,66682bdcd2a08931144c1cff,DEXTOMID 2ML,Drug,Injection,Nos,Nos,1,3004,Neon Lab,,,
731,66682bdcd2a08931144c1cff,DILONA AQUA 1ML,Drug,Injection,Nos,Nos,1,3004,Mapra Lab,,,
732,66682bdcd2a08931144c1cff,DERIPHYLLINE M TAB,Drug,Tablet,Nos,Strip,10,3004,Zydus,,,
733,66682bdcd2a08931144c1cff,DALCINEX 4ML,Drug,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
734,66682bdcd2a08931144c1cff,DUBAGEST SR 300 TABLET,Drug,Tablet,Nos,Strip,10,3004,Glenek Pharma,,,
735,66682bdcd2a08931144c1cff,DIGESTAL CAPSULE.,Drug,Tablet,Nos,Strip,10,3004,Nouveau Medicament,,,
736,66682bdcd2a08931144c1cff,DIN 2 ML INJ,Drug,Injection,Nos,Nos,1,3004,Mapra Lab,,,
737,66682bdcd2a08931144c1cff,DIVAA-OD 500MG,Drug,Tablet,Nos,Strip,10,3004,Intas Med,,,
738,66682bdcd2a08931144c1cff,DOLO-250MG SYP,Drug,Suspension,Nos,Nos,1,3004,Micro Lab,,,
739,66682bdcd2a08931144c1cff,DIOSIS 500 MG TAB,Drug,Tablet,Nos,Strip,,3004,CMR Lifescience ,,,
740,66682bdcd2a08931144c1cff,DEPRAN-H TAB,Drug,Tablet,Nos,Strip,15,3004,Intas Med,,,
741,66682bdcd2a08931144c1cff,DARGEN - 40MG INJ,Drug,Injection,Nos,Nos,1,3004,Lupin Pharma,,,
742,66682bdcd2a08931144c1cff,DROTIN PLUS - TABLET,Drug,Tablet,Nos,Strip,10,3004,Martin&Harris,,,
743,66682bdcd2a08931144c1cff,DALCINEX-2ML(300MG),Drug,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
744,66682bdcd2a08931144c1cff,Disposable Pressure Kit,General Items,Surgical,Nos,Nos,1,3004,B.Brown,,,
745,66682bdcd2a08931144c1cff,DILZEM IV - 5ML,Drug,Injection,Nos,Nos,1,3004,Torrent Pharma,,,
746,66682bdcd2a08931144c1cff,DARGEN 25 MG PFS,Drug,Injection,Nos,Nos,1,3004,Lupin Pharma,,,
747,66682bdcd2a08931144c1cff,DICALIS TABLET,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
748,66682bdcd2a08931144c1cff,DIFIDOX VIAL,Drug,Injection,Nos,Nos,1,3004,Fusion,,,
749,66682bdcd2a08931144c1cff,DABIGZA-110MG CAPSULE,Drug,Tablet,Nos,Strip,10,3004,Glenmark Pharma,,,
750,66682bdcd2a08931144c1cff,DABIGZA-150MG CAPSULE,Drug,Tablet,Nos,Strip,10,3004,Glenmark Pharma,,,
751,66682bdcd2a08931144c1cff,D.F.O GEL-50GM,Drug,Ointment,Nos,Nos,1,3004,Ozone,,,
752,66682bdcd2a08931144c1cff,DEXTOMID-1ML AMPULE,Drug,Injection,Nos,Nos,1,3004,Samarth Pharma,,,
753,66682bdcd2a08931144c1cff,DIAPER- ADULT(KARE) L,General Items,Surgical,Nos,Nos,1,3004,Kare,,,
754,66682bdcd2a08931144c1cff,DRONIS 30-TABLET,Drug,Tablet,Kit,Kit,1,3004,Sun Pharma,,,
755,66682bdcd2a08931144c1cff,DYTOR-PLUS LS 10 TABLET,Drug,Tablet,Nos,Strip,10,3004,Cipla Pharma,,,
756,66682bdcd2a08931144c1cff,DEXTOSE-5%(eurohead) 500ml,Drug,I.V Fluid,Nos,Nos,1,3004,Higgs,,,
757,66682bdcd2a08931144c1cff,DOMADOL- PLUS TABLET,Drug,Tablet,Nos,Strip,10,3004,Torrent Pharma,,,
758,66682bdcd2a08931144c1cff,DUZELA 30 MG - CAPSULE,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
759,66682bdcd2a08931144c1cff,D J STENT- NO5,General Items,Surgical,Nos,Nos,1,3004,Devon Lab,,,
760,66682bdcd2a08931144c1cff,D.F.O- AQ INJECTION,Drug,Injection,Nos,Nos,1,3004,Ozone,,,
761,66682bdcd2a08931144c1cff,DIALYZER-14 L,General Items,Surgical,Nos,Nos,1,3004,Gambro,,,
762,66682bdcd2a08931144c1cff,DRONIS-20 TABLET,Drug,Tablet,Kit,Kit,1,3004,Sun Pharma,,,
763,66682bdcd2a08931144c1cff,DIAPERS ADULT (himalya),General Items,Surgical,Nos,Nos,1,3004,Himalya,,,
764,66682bdcd2a08931144c1cff,DEXTROSE- 25% 100 ML,Drug,I.V Fluid,Nos,Nos,1,3004,Amanta,,,
765,66682bdcd2a08931144c1cff,DARGEN - 60 INJECTION,Drug,Injection,Nos,Nos,1,3004,Lupin Pharma,,,
766,66682bdcd2a08931144c1cff,D-CYCLINE 100 MG VAIL,Drug,Injection,Nos,Nos,1,3004,Novo Medi ,,,
767,66682bdcd2a08931144c1cff,ECOSPRIN AV 150/20,Drug,Tablet,Nos,Strip,15,3004,U.S.V Ltd.,,,
768,66682bdcd2a08931144c1cff,ECOSPRIN-AV 150 CAP.,Drug,Tablet,Nos,Strip,15,3004,U.S.V Ltd.,,,
769,66682bdcd2a08931144c1cff,ECOSPRIN AV-75MG,Drug,Tablet,Nos,Strip,15,3004,U.S.V Ltd.,,,
770,66682bdcd2a08931144c1cff,ENTEROGERMINA CAP.,Drug,Drop,Nos,Nos,1,3004,Sanofi,,,
771,66682bdcd2a08931144c1cff,EVION 400,Drug,Tablet,Nos,Strip,10,3004,Franco India,,,
772,66682bdcd2a08931144c1cff,EVION 600MG,Drug,Tablet,Nos,Strip,10,3004,Franco India,,,
773,66682bdcd2a08931144c1cff,EPI KIT (EPIDURAL KIT) NO.16,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
774,66682bdcd2a08931144c1cff,EXTERNAL CSF DRAINAGE SYSTEM(SH 24),General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
775,66682bdcd2a08931144c1cff,ESIFLO 250MG INHALER,Drug,Inhaler,Nos,Nos,1,3004,Lupin Pharma,,,
776,66682bdcd2a08931144c1cff,EASYFIX (MEDIUM),General Items,Surgical,Nos,Nos,1,3004,Dyna,,,
777,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.3.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
778,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.3MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
779,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.4.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
780,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO 4MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
781,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.5.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
782,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBENO.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
783,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.6.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
784,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.6MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
785,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.7.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
786,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.7MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
787,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.8.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
788,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.8MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
789,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE NO.9MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
790,66682bdcd2a08931144c1cff,ENDOTRACHEAT TUBE 2.5MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
791,66682bdcd2a08931144c1cff,ENDOTRACHEAT TUBE 3MM,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
792,66682bdcd2a08931144c1cff,ENSURE FDS V(NEW),Drug,Powder,Nos,Nos,1,3004,Abbott,,,
793,66682bdcd2a08931144c1cff,ESIFLO 250 TRANSCAPS,Drug,Rotacap,Nos,Nos,1,3004,Lupin Pharma,,,
794,66682bdcd2a08931144c1cff,ECONORM,Drug,Sachet ,Nos,Nos,1,3004,Dr. Reddy,,,
795,66682bdcd2a08931144c1cff,ELECTRAL,Drug,Sachet ,Nos,Nos,1,3004,FDC,,,
796,66682bdcd2a08931144c1cff,ELECTRAL 4.5GM,Drug,Sachet ,Nos,Nos,1,3004,FDC,,,
797,66682bdcd2a08931144c1cff,ELECTROBION,Drug,Sachet ,Nos,Nos,1,3004,Merk,,,
798,66682bdcd2a08931144c1cff,ELECTROBION 4.5GM,Drug,Sachet ,Nos,Nos,1,3004,Merk,,,
799,66682bdcd2a08931144c1cff,ELTROXIN 75MG TAB,Drug,Tablet,Bott,Bott,1,3004,Glaxo Smithklline,,,
800,66682bdcd2a08931144c1cff,ELIXIR NEOGADINE 300ML,Drug,Suspension,Nos,Nos,1,3004,Rapatacos,,,
801,66682bdcd2a08931144c1cff,EPTOIN SYP,Drug,Suspension,Nos,Nos,1,3004,Abbott,,,
802,66682bdcd2a08931144c1cff,EVA Q100ML SYP,Drug,Suspension,Nos,Nos,1,3004,Medley,,,
803,66682bdcd2a08931144c1cff,EVA Q 200ML,Drug,Suspension,Nos,Nos,1,3004,Medley,,,
804,66682bdcd2a08931144c1cff,EVECARE 200ML,Drug,Suspension,Nos,Nos,1,3004,Himalya,,,
805,66682bdcd2a08931144c1cff,EVICT-100ML,Drug,Suspension,Nos,Nos,1,3004,Albert David,,,
806,66682bdcd2a08931144c1cff,EVICT 200ML,Drug,Suspension,Nos,Nos,1,3004,Albert David,,,
807,66682bdcd2a08931144c1cff,EPILIVE-500MG TABLET,Drug,Tablet,Nos,Strip,15,3004,Intas,,,
808,66682bdcd2a08931144c1cff,ECONORM TAB,Drug,Tablet,Nos,Strip,6,3004,Dr. Reddy,,,
809,66682bdcd2a08931144c1cff,ECOSPRIN 150,Drug,Tablet,Nos,Strip,14,3004,USV Ltd,,,
810,66682bdcd2a08931144c1cff,ECOSPRIN 75,Drug,Tablet,Nos,Strip,14,3004,USV Ltd,,,
811,66682bdcd2a08931144c1cff,ECOSPRIN GOLD 10 MG,Drug,Tablet,Nos,Strip,15,3004,USV Ltd,,,
812,66682bdcd2a08931144c1cff,ECOSPRIN GOLD 20MG,Drug,Tablet,Nos,Strip,15,3004,USV Ltd,,,
813,66682bdcd2a08931144c1cff,ELTROXIN 100MG,Drug,Tablet,Bott,Bott,1,3004,Glaxo Smithklline,,,
814,66682bdcd2a08931144c1cff,ELTROXIN- 25MG TAB,Drug,Tablet,Bott,Bott,1,3004,Glaxo Smithklline,,,
815,66682bdcd2a08931144c1cff,ELTROXIN 50MG,Drug,Tablet,Bott,Bott,1,3004,Glaxo Smithklline,,,
816,66682bdcd2a08931144c1cff,ENCORATE 500MG TAB,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
817,66682bdcd2a08931144c1cff,ENVAS-10MG,Drug,Tablet,Nos,Strip,15,3004,Cadila ,,,
818,66682bdcd2a08931144c1cff,ENVAS 2.5,Drug,Tablet,Nos,Strip,15,3004,Cadila ,,,
819,66682bdcd2a08931144c1cff,ENVAS-5MG,Drug,Tablet,Nos,Strip,15,3004,Cadila ,,,
820,66682bdcd2a08931144c1cff,ENZOFLAM,Drug,Tablet,Nos,Strip,10,3004,Alkem Laboratories,,,
821,66682bdcd2a08931144c1cff,ENZOHEAL TAB,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
822,66682bdcd2a08931144c1cff,ENZOMAC PLUS,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
823,66682bdcd2a08931144c1cff,ENZOMAC TAB,Drug,Tablet,Nos,Strip,10,3004,Macleods,,,
824,66682bdcd2a08931144c1cff,EPILEX CHRONO-200MG,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
825,66682bdcd2a08931144c1cff,EPILEX CHRONO 300 TAB,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
826,66682bdcd2a08931144c1cff,EPILEX CHRONO 500MG,Drug,Tablet,Nos,Strip,15,3004,Abbott,,,
827,66682bdcd2a08931144c1cff,EPSOLIN 100MG TAB,Drug,Tablet,Bott,Bott,1,3004,Zydus,,,
828,66682bdcd2a08931144c1cff,EPSOLIN 300MG,Drug,Tablet,Bott,Bott,1,3004,Zydus,,,
829,66682bdcd2a08931144c1cff,EPTOIN 100MG TAB,Drug,Tablet,Bott,Bott,1,3004,Abbott,,,
830,66682bdcd2a08931144c1cff,EPTOIN 300ER,Drug,Tablet,Bott,Bott,1,3004,Abbott,,,
831,66682bdcd2a08931144c1cff,ERYTHROCIN-250MG,Drug,Tablet,Nos,Strip,10,3004,Abbott,,,
832,66682bdcd2a08931144c1cff,ETIZOLA 0.25 TAB,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
833,66682bdcd2a08931144c1cff,ETIZOLA 0.5,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
834,66682bdcd2a08931144c1cff,ETORICA 90,Drug,Tablet,Nos,Strip,10,3004,Micro Lab,,,
835,66682bdcd2a08931144c1cff,ETOSHINE 90MG TABLET,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
836,66682bdcd2a08931144c1cff,EVION LC TAB,Drug,Tablet,Nos,Strip,10,3004,Merk,,,
837,66682bdcd2a08931144c1cff,EFIPRESS 1ML I.M./I.V.,Drug,Injection,Nos,Nos,1,3004,Neon,,,
838,66682bdcd2a08931144c1cff,ENDOPROST 250/1ML,Drug,Injection,Nos,Nos,1,3004,Bharat Serum,,,
839,66682bdcd2a08931144c1cff,ENVAS 1ML,Drug,Injection,Nos,Nos,1,3004,Cadila ,,,
840,66682bdcd2a08931144c1cff,EPIDOSIN AMP IM/IV,Drug,Injection,Nos,Nos,1,3004,T.T.K Pharma,,,
841,66682bdcd2a08931144c1cff,EPSOLIN 2ML I.M./I.V.,Drug,Injection,Nos,Nos,1,3004,Zydus,,,
842,66682bdcd2a08931144c1cff,EPILIVE IV-VAIL,Drug,Injection,Nos,Nos,1,3004,Lupin Pharma,,,
843,66682bdcd2a08931144c1cff,ENDOTRACHEAL TUBE-5 PLANE,General Items,Surgical,Nos,Nos,1,3004,Romsons,,,
844,66682bdcd2a08931144c1cff,ECOSPRIN AV - 75/20 CAPSULE,Drug,Tablet,Nos,Strip,10,3004,U.S.V Ltd.,,,
845,66682bdcd2a08931144c1cff,ENZAR FORTE - TABLET,Drug,Tablet,Nos,Strip,15,3004,TORRENT PHARMA,,,
846,66682bdcd2a08931144c1cff,EFCORLIN SOLUBLE VAIL,Drug,Injection,Nos,Nos,1,3004,Glaxo Smithklein,,,
847,66682bdcd2a08931144c1cff,ESOCARD 100MG 10ML,Drug,Injection,Nos,Nos,1,3004,Neon,,,
848,66682bdcd2a08931144c1cff,E.C. 100ML,Drug,Surgical,Bott,Bott,1,3004,Goutam,,,
849,66682bdcd2a08931144c1cff,E.C 450ML,Drug,Surgical,Bott,Bott,1,3004,Goutam,,,
850,66682bdcd2a08931144c1cff,EFECTAL-S 1500 MG,Drug,Injection,Nos,Nos,1,3004,Neon Lab,,,
851,66682bdcd2a08931144c1cff,ENTAVAR IV,Drug,Injection,Nos,Nos,1,3004,Intas,,,
852,66682bdcd2a08931144c1cff,EDAKEM INJ,Drug,Injection,Nos,Nos,1,3004,Alkem Laboratories,,,
853,66682bdcd2a08931144c1cff,EPTOIN 2ML INJ,Drug,Injection,Nos,Nos,1,3004,Abbott,,,
854,66682bdcd2a08931144c1cff,ENZOHEAL OINTMENT,Drug,Ointment,Nos,Nos,1,3004,Macleods,,,
855,66682bdcd2a08931144c1cff,EMESET 2ML INJ,Drug,Injection,Nos,Nos,1,3004,Cipla Pharma,,,
856,66682bdcd2a08931144c1cff,ETIZOLA PLUS 10MG,Drug,Tablet,Nos,Nos,1,3004,Macleods,,,
857,66682bdcd2a08931144c1cff,ELECTROKIND SACHET,Drug,Sachet,Nos,Nos,1,3004,Mankind,,,
858,66682bdcd2a08931144c1cff,EME OD 0.5MG TAB,Drug,Tablet,Nos,Strip,10,3004,Intas,,,
859,66682bdcd2a08931144c1cff,ETIZOLA BETA 0.25 MG TABLET,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
860,66682bdcd2a08931144c1cff,ETIZOLA PLUS - 5MG TABLET,Drug,Tablet,Nos,Strip,15,3004,Macleods,,,
861,66682bdcd2a08931144c1cff,ESTERLUS LS4845,General Items,Surgical,Nos,Nos,1,3004,Lotus ,,,
862,66682bdcd2a08931144c1cff,EVATOCIN - AMP,Drug,Injection,Nos,Nos,1,3004,Neon Lab,,,
863,66682bdcd2a08931144c1cff,ERY-PREG 100MG - INJECTION,Drug,Injection,Nos,Nos,1,3004,Intas Med,,,
864,66682bdcd2a08931144c1cff,EFECTAL - 1GM VAIL,Drug,Injection,Nos,Nos,1,3004,Neon Lab,,,
865,66682bdcd2a08931144c1cff,ECO TEARS EYE/DROPS,Drug,Drop,Nos,Nos,1,3004,Intas Med,,,
866,66682bdcd2a08931144c1cff,EVECARE - 400ML SYRUP,Drug,Suspension,Nos,Nos,1,3004,Himalya,,,
867,66682bdcd2a08931144c1cff,ENDOTACK (TRACKER),General Items,Surgical,Nos,Nos,1,3004,Lotus ,,,
868,66682bdcd2a08931144c1cff,E P I - KIT (B BRAUN),General Items,Surgical,Nos,Nos,1,3004,B Brown,,,
869,66682bdcd2a08931144c1cff,ENBIOS - CAPSULE,Drug,Capsules,Nos,Strip,10,3004,Macleods,,,
870,66682bdcd2a08931144c1cff,EPTUS-25MG TABLET,Drug,Tablet,Nos,Strip,15,3004,Glenmark Pharma,,,
871,66682bdcd2a08931144c1cff,EDANOX 20ML-AMP,Drug,Injection,Nos,Nos,1,3004,Neon,,,
872,66682bdcd2a08931144c1cff,ENCORATE CHRONO- 200 TABLET,Drug,Tablet,Nos,Strip,10,3004,Sun Pharma,,,
873,66682bdcd2a08931144c1cff,ENSURE-PLUS 400GM,Drug,Powder,Nos,Nos,1,3004,Abbott,,,
874,66682bdcd2a08931144c1cff,ESTRO- PLUS TABLET,Drug,Tablet,Kit,Kit,1,3004,Glenmark Pharma,,,
